Request DOC-ID,Date Posted,Date Received,10-Digit HTS,6-Digit HTS,BEC-Code,BEC-Description,Submitter LastName,Submitter FirstName,Organisation Name,Product Title,Approved,Denied,Pending
USTR-2018-0032-0641,11/9/2018,11/7/2018,9027102000,902710,41,Capital,Donohue,John,"Testo, Inc.",combustion analyzer kit,0,1,0
USTR-2018-0032-0642,11/9/2018,11/7/2018,8541406015,854140,42,Intermediate,Wang,Lixia,"DASOL, Inc.",solar panel,0,1,0
USTR-2018-0032-0643,11/9/2018,11/8/2018,8543709960,854370,41,Capital,Cohen,David,Kerr Corporation,wax sculpting machine,0,1,0
USTR-2018-0032-0644,11/9/2018,11/9/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-0645,11/9/2018,11/9/2018,8501318000,850131,41,Capital,Ordet,Larry,"Sunforce Products, Inc.",off-grid portable solar panel,1,0,0
USTR-2018-0032-0646,11/15/2018,11/9/2018,8541406020,854140,42,Intermediate,Ordet,Larry,"Sunforce Products, Inc.",solar panel,1,0,0
USTR-2018-0032-0647,11/15/2018,11/12/2018,8542390001,854239,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",switch,0,1,0
USTR-2018-0032-0648,11/15/2018,11/13/2018,7308903000,730890,22,Intermediate,Murillo,Jesus,General Dynamics NASSCO,lashing bridge,0,1,0
USTR-2018-0032-0649,11/15/2018,11/13/2018,8501322000,850132,41,Capital,Bovim,Sarah,Whirlpool Corporation,DC motor,1,0,0
USTR-2018-0032-0651,11/15/2018,11/13/2018,8503009520,850300,42,Intermediate,Bovim,Sarah,Whirlpool Corporation,armature rotor,0,1,0
USTR-2018-0032-0652,11/15/2018,11/13/2018,8501314000,850131,41,Capital,Bovim,Sarah,Whirlpool Corporation,DC motor,0,1,0
USTR-2018-0032-0653,11/15/2018,11/13/2018,3911100000,391110,22,Intermediate,Frisch,Jeffrey,"AP&G Co, Inc.",petroleum-derivative resin,1,0,0
USTR-2018-0032-0654,11/15/2018,11/13/2018,3911100000,391110,22,Intermediate,Frisch,Jeffrey,"AP&G Co, Inc.",petroleum-derivative resin,1,0,0
USTR-2018-0032-0655,11/15/2018,11/13/2018,8543709960,854370,41,Capital,Patrick,John,Quality Electrodynamics LLC,circuit assembly,0,1,0
USTR-2018-0032-0656,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0657,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0658,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0659,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0660,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0661,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0662,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0663,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0664,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0665,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0666,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0667,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0668,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0669,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0670,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0671,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0672,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0673,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0674,11/15/2018,11/13/2018,3920515000,392051,22,Intermediate,Rucker,Russell,"PWD, Inc.",3CM industrial solid surface,0,1,0
USTR-2018-0032-0675,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0676,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0677,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0678,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",cutting machine cover,1,0,0
USTR-2018-0032-0679,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0680,11/15/2018,11/13/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0681,11/15/2018,11/14/2018,8541100070,854110,42,Intermediate,Hohmann,Diana,"NXP USA, Inc.",diode,0,1,0
USTR-2018-0032-0682,11/15/2018,11/14/2018,3908907000,390890,22,Intermediate,Foye,Joe,Aladdin Manufacturing Corporation,polyamide 56,0,1,0
USTR-2018-0032-0683,11/15/2018,11/14/2018,8541100070,854110,42,Intermediate,Hohmann,Diana,"NXP USA, Inc.",diode,0,1,0
USTR-2018-0032-0684,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0685,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0686,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine cover,1,0,0
USTR-2018-0032-0687,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine mounting,1,0,0
USTR-2018-0032-0688,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine mounting,1,0,0
USTR-2018-0032-0689,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine mounting,1,0,0
USTR-2018-0032-0690,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine mounting,1,0,0
USTR-2018-0032-0691,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine mounting,1,0,0
USTR-2018-0032-0692,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine mounting,1,0,0
USTR-2018-0032-0693,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",machine mounting,1,0,0
USTR-2018-0032-0694,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0695,11/15/2018,11/14/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0696,11/15/2018,11/14/2018,8541100070,854110,42,Intermediate,Hohmann,Diana,"NXP USA, Inc.",diode,0,1,0
USTR-2018-0032-0697,11/16/2018,11/15/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-0698,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0699,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0700,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0701,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0702,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0703,11/16/2018,10/12/2018,8543704500,854370,41,Capital,Carlstedt,Kenneth,"Sensata Technologies, Inc.",rotary position sensor,0,1,0
USTR-2018-0032-0704,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0705,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0706,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0707,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0708,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0709,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0710,11/16/2018,11/14/2018,8541100070,854110,42,Intermediate,Hohmann,Diana,"NXP USA, Inc.",diode,0,1,0
USTR-2018-0032-0711,11/16/2018,9/25/2018,8711600000,871160,522,Consumption,Halstead,Rachel,"Allco Manufacturing, Inc.",pedal bicycle,0,1,0
USTR-2018-0032-0712,11/16/2018,11/7/2018,8501322000,850132,41,Capital,Burnette,Michael,Bucher Hydraulics,DC motor,0,1,0
USTR-2018-0032-0713,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0714,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0715,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0716,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0717,11/16/2018,11/15/2018,8424899000,842489,41,Capital,Prins,Bart,"Water Pik, Inc.",water flosser,1,0,0
USTR-2018-0032-0718,11/16/2018,11/15/2018,8501106060,850110,41,Capital,Furton,John,SHB Group North American Operations,seating motor,0,1,0
USTR-2018-0032-0720,11/19/2018,11/15/2018,8544491000,854449,22,Intermediate,Wong,Daniel,Daniel Wong,insulated electric conductor,0,1,0
USTR-2018-0032-0721,11/20/2018,11/16/2018,8501322000,850132,41,Capital,Burnette,Michael,Bucher Hydraulics,DC motor,0,1,0
USTR-2018-0032-0722,11/20/2018,11/15/2018,8432290040,843229,41,Capital,Metzger,Erik,Cover Crop Roller LLC,crop roller,0,1,0
USTR-2018-0032-0723,11/20/2018,11/19/2018,3920795000,392079,22,Intermediate,Innes,James,"Delmar Products, Inc.",cellulose nitrate,0,1,0
USTR-2018-0032-0724,11/20/2018,11/19/2018,8607301000,860730,53,Intermediate,Stryffeler,Adam,Jaxon,telescoping lever device,0,1,0
USTR-2018-0032-0725,11/20/2018,11/19/2018,8607301000,860730,53,Intermediate,Stryffeler,Adam,Jaxon,telescoping lever device,0,1,0
USTR-2018-0032-0726,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0727,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0728,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0729,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0730,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0731,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0732,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0733,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0734,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0735,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0736,11/20/2018,11/16/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",bracket,1,0,0
USTR-2018-0032-0737,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0738,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0739,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",cover,1,0,0
USTR-2018-0032-0740,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0741,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0742,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0743,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",clamping plate,1,0,0
USTR-2018-0032-0744,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",mounting,1,0,0
USTR-2018-0032-0745,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",mounting,1,0,0
USTR-2018-0032-0746,11/20/2018,11/16/2018,9025198040,902519,41,Capital,Calia,Rob,"Medline Industries, Inc.",digital thermometer,1,0,0
USTR-2018-0032-0747,11/20/2018,11/19/2018,8543709960,854370,41,Capital,Bergquist,Marcelo,"Misty Robotics, Inc.",personal robot unit,1,0,0
USTR-2018-0032-0748,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0749,11/20/2018,11/19/2018,8543709960,854370,41,Capital,Shekoski,Paul,Primex Family of Companies,leak detector receiver,1,0,0
USTR-2018-0032-0750,11/20/2018,11/19/2018,8543709960,854370,41,Capital,Shekoski,Paul,Primex Family of Companies,leak detector,1,0,0
USTR-2018-0032-0751,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0752,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0753,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0754,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0755,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0756,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0757,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer suction cup,1,0,0
USTR-2018-0032-0758,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,0,1,0
USTR-2018-0032-0759,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0760,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0761,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,0,1,0
USTR-2018-0032-0762,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0763,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0764,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0765,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0766,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer suction cup,1,0,0
USTR-2018-0032-0767,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0768,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0769,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0770,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0771,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer suction cup,1,0,0
USTR-2018-0032-0772,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0773,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0774,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0775,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0776,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0777,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0778,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0779,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0780,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0781,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0782,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0783,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0784,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0785,11/20/2018,11/19/2018,7308903000,730890,22,Intermediate,Abraham,Barry,Rhino Steel Corporation,steel header,0,1,0
USTR-2018-0032-0786,11/20/2018,11/16/2018,8501204000,850120,41,Capital,Henry,Sabrina,VBN Sales LLC DBA Aleko Products,gear rack,0,1,0
USTR-2018-0032-0787,11/20/2018,11/16/2018,3920100000,392010,22,Intermediate,Connolly,Andrew,TAC-PAC LLC,ammunition container,0,1,0
USTR-2018-0032-0788,11/20/2018,11/16/2018,3920200055,392020,22,Intermediate,Connolly,Andrew,TAC-PAC LLC,ammunition container,0,1,0
USTR-2018-0032-0789,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,0,1,0
USTR-2018-0032-0790,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0791,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0792,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0793,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0794,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0795,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0796,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0797,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0798,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,0,1,0
USTR-2018-0032-0799,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0800,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0801,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0802,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0803,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer suction cup,1,0,0
USTR-2018-0032-0804,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0805,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0806,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0807,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0808,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0809,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0810,11/20/2018,11/19/2018,9025198080,902519,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0811,11/20/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,thermometer,1,0,0
USTR-2018-0032-0812,11/20/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,1,0,0
USTR-2018-0032-0813,11/20/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,digital humidity monitor,1,0,0
USTR-2018-0032-0814,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",mounting,1,0,0
USTR-2018-0032-0815,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",mounting,1,0,0
USTR-2018-0032-0816,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",mounting,1,0,0
USTR-2018-0032-0817,11/20/2018,11/19/2018,8486900000,848690,42,Intermediate,Gumina,Paul,"Khuu's, Inc.",mounting,1,0,0
USTR-2018-0032-0820,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,digital thermometer,0,1,0
USTR-2018-0032-0821,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,humidity monitor,1,0,0
USTR-2018-0032-0822,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,comfort monitor,1,0,0
USTR-2018-0032-0823,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,tower replacement sensor,1,0,0
USTR-2018-0032-0824,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,replacement sensor,1,0,0
USTR-2018-0032-0825,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0826,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,1,0,0
USTR-2018-0032-0827,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0828,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0829,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,wireless thermometer,0,1,0
USTR-2018-0032-0830,11/21/2018,11/19/2018,9025801000,902580,41,Capital,Shekoski,Paul,Primex Family of Companies,humidity monitor,1,0,0
